FECHA HECHO,CANTIDAD,GENERO,Weapon Used,Total domestic violence
2016-12-22,3,F,No Weapon or Substance Used,1.0
2016-12-31,6,M,No Weapon or Substance Used,1.0
2017-01-01,1,F,Unknown,4.0
2017-01-01,3,F,No Weapon or Substance Used,2.0
2017-01-28,3,F,No Weapon or Substance Used,2.0
2017-01-28,11,F,No Weapon or Substance Used,1.0
2017-02-04,1,F,No Weapon or Substance Used,26.0
2017-02-19,8,F,No Weapon or Substance Used,1.0
2017-02-25,4,F,Using weapons and substances with a certain degree of harm,3.0
2017-03-09,1,M,Using weapons and substances with a certain degree of harm,8.0
2017-03-25,2,M,Using weapons and substances with a certain degree of harm,1.0
2017-05-06,3,F,Using weapons and substances with a certain degree of harm,2.0
2017-05-06,2,F,No Weapon or Substance Used,8.0
2017-05-07,1,M,Using weapons and substances with a certain degree of harm,19.0
2017-05-11,1,F,Using weapons and substances with a certain degree of harm,28.0
2017-05-14,1,F,No Weapon or Substance Used,46.0
2017-06-03,2,F,No Weapon or Substance Used,4.0
2017-06-04,3,M,No Weapon or Substance Used,1.0
2017-06-05,10,F,Using weapons and substances with a certain degree of harm,1.0
2017-06-15,1,M,Unknown,1.0
2017-06-23,3,F,Using weapons and substances with a certain degree of harm,1.0
2017-07-08,16,M,No Weapon or Substance Used,1.0
2017-08-02,2,M,Using weapons and substances with a certain degree of harm,2.0
2017-08-04,1,M,No Weapon or Substance Used,6.0
2017-08-07,1,F,Unknown,5.0
2017-08-10,5,F,Using weapons and substances with a certain degree of harm,1.0
2017-09-10,4,F,No Weapon or Substance Used,2.0
2017-09-15,1,F,Unknown,5.0
2017-10-03,1,M,No Weapon or Substance Used,9.0
2017-10-11,2,M,No Weapon or Substance Used,1.0
2017-10-14,5,F,No Weapon or Substance Used,1.0
2017-10-15,12,F,No Weapon or Substance Used,1.0
2017-10-19,1,F,No Weapon or Substance Used,31.0
2017-11-06,1,M,Unknown,1.0
2017-11-30,4,F,Unknown,1.0
2017-12-08,1,F,No Weapon or Substance Used,23.0
2018-01-01,1,M,Unknown,3.0
2018-01-07,5,F,Using weapons and substances with a certain degree of harm,1.0
2018-01-15,1,F,No Weapon or Substance Used,22.0
2018-01-21,1,F,No Weapon or Substance Used,36.0
2018-01-22,2,F,No Weapon or Substance Used,5.0
2018-02-09,3,F,No Weapon or Substance Used,2.0
2018-02-19,3,F,Unknown,2.0
2018-03-01,1,M,No Weapon or Substance Used,8.0
2018-03-03,2,M,Unknown,2.0
2018-03-04,1,F,Using weapons and substances with a certain degree of harm,61.0
2018-03-04,1,M,No Weapon or Substance Used,5.0
2018-03-05,3,F,Using weapons and substances with a certain degree of harm,1.0
2018-03-07,18,F,Using weapons and substances with a certain degree of harm,1.0
2018-03-26,1,M,No Weapon or Substance Used,4.0
2018-04-07,5,F,Unknown,1.0
2018-04-19,4,F,Using weapons and substances with a certain degree of harm,1.0
2018-04-23,9,F,Using weapons and substances with a certain degree of harm,1.0
2018-04-23,3,M,Using weapons and substances with a certain degree of harm,1.0
2018-04-24,2,F,No Weapon or Substance Used,1.0
2018-05-02,6,F,Unknown,1.0
2018-05-04,2,F,Using weapons and substances with a certain degree of harm,12.0
2018-05-07,1,F,No Weapon or Substance Used,16.0
2018-05-18,1,F,No Weapon or Substance Used,14.0
2018-05-27,4,M,Unknown,1.0
2018-06-01,1,M,Unknown,7.0
2018-06-04,1,F,No Weapon or Substance Used,13.0
2018-06-05,8,M,Unknown,1.0
2018-07-01,1,M,No Weapon or Substance Used,5.0
2018-07-27,1,F,Using weapons and substances with a certain degree of harm,32.0
2018-08-02,5,F,Using weapons and substances with a certain degree of harm,1.0
2018-08-11,6,F,No Weapon or Substance Used,1.0
2018-09-02,3,F,Unknown,2.0
2018-09-04,1,F,Unknown,22.0
2018-10-08,8,M,Unknown,1.0
2018-11-04,6,F,Unknown,1.0
2018-11-17,3,F,Unknown,3.0
2018-11-17,7,M,Using weapons and substances with a certain degree of harm,1.0
2018-11-26,2,F,Using weapons and substances with a certain degree of harm,4.0
2018-12-06,2,F,Using weapons and substances with a certain degree of harm,7.0
2018-12-11,2,M,Using weapons and substances with a certain degree of harm,2.0
2019-02-02,2,M,Unknown,1.0
2019-02-10,1,F,No Weapon or Substance Used,11.0
2019-02-15,2,F,No Weapon or Substance Used,1.0
2019-02-15,1,F,Unknown,21.0
2019-03-02,3,F,Unknown,1.0
2019-03-07,2,F,Using weapons and substances with a certain degree of harm,6.0
2019-03-09,4,M,Unknown,1.0
2019-03-23,6,M,Using weapons and substances with a certain degree of harm,1.0
2019-03-24,1,F,No Weapon or Substance Used,16.0
2019-04-15,9,F,Using weapons and substances with a certain degree of harm,2.0
2019-04-24,14,M,Unknown,1.0
2019-05-23,1,F,Using weapons and substances with a certain degree of harm,42.0
2019-05-27,3,F,Unknown,2.0
2019-06-16,4,M,Using weapons and substances with a certain degree of harm,1.0
2019-06-16,2,F,Using weapons and substances with a certain degree of harm,12.0
2019-06-24,14,F,Using weapons and substances with a certain degree of harm,1.0
2019-06-27,2,F,No Weapon or Substance Used,1.0
2019-07-26,4,M,Using weapons and substances with a certain degree of harm,1.0
2019-07-28,2,M,Using weapons and substances with a certain degree of harm,4.0
2019-07-31,2,M,Using weapons and substances with a certain degree of harm,3.0
2019-08-09,4,M,Unknown,2.0
2019-09-18,2,F,No Weapon or Substance Used,1.0
2019-09-21,13,F,Using weapons and substances with a certain degree of harm,1.0
2019-09-21,2,F,Unknown,6.0
2019-09-27,5,F,Using weapons and substances with a certain degree of harm,1.0
2019-09-29,3,M,Using weapons and substances with a certain degree of harm,1.0
2019-10-27,3,F,No Weapon or Substance Used,1.0
2019-11-06,3,F,Unknown,2.0
2019-11-09,5,F,Unknown,2.0
2019-11-15,4,M,Unknown,1.0
2019-11-16,17,F,Using weapons and substances with a certain degree of harm,1.0
2019-11-25,2,F,No Weapon or Substance Used,3.0
2019-12-21,1,M,Unknown,7.0
2019-12-21,4,F,Using weapons and substances with a certain degree of harm,2.0
2019-12-25,18,F,Unknown,1.0
2020-01-29,1,F,Using weapons and substances with a certain degree of harm,142.0
2020-02-08,1,F,Using weapons and substances with a certain degree of harm,163.0
2020-02-20,1,F,No Weapon or Substance Used,48.0
2020-03-11,2,M,Using weapons and substances with a certain degree of harm,2.0
2020-03-18,1,F,Unknown,66.0
2020-05-08,1,F,Using weapons and substances with a certain degree of harm,103.0
2020-06-15,1,F,Unknown,55.0
2020-07-06,2,M,Using weapons and substances with a certain degree of harm,1.0
2020-07-10,9,M,Unknown,1.0
2020-07-14,1,M,Unknown,25.0
2020-07-25,1,M,Unknown,17.0
2020-10-07,2,M,Unknown,1.0
2020-11-02,3,M,Using weapons and substances with a certain degree of harm,1.0
2020-12-29,1,F,No Weapon or Substance Used,35.0
2021-01-24,8,F,No Weapon or Substance Used,1.0
2021-02-02,3,M,Using weapons and substances with a certain degree of harm,1.0
2021-02-07,4,F,No Weapon or Substance Used,3.0
2021-02-21,2,M,Using weapons and substances with a certain degree of harm,6.0
2021-03-08,4,M,Using weapons and substances with a certain degree of harm,1.0
2021-03-17,1,M,No Weapon or Substance Used,16.0
2021-03-20,5,F,Using weapons and substances with a certain degree of harm,1.0
2021-04-11,17,F,Using weapons and substances with a certain degree of harm,1.0
2021-05-02,6,F,Using weapons and substances with a certain degree of harm,1.0
2021-05-13,2,F,Using weapons and substances with a certain degree of harm,4.0
2021-06-05,1,M,No Weapon or Substance Used,23.0
2021-06-17,2,M,Using weapons and substances with a certain degree of harm,1.0
2021-06-25,12,F,Using weapons and substances with a certain degree of harm,1.0
2021-07-04,1,M,Using weapons and substances with a certain degree of harm,12.0
2021-07-20,1,F,No Weapon or Substance Used,50.0
2021-08-15,3,M,No Weapon or Substance Used,1.0
2021-08-29,1,F,No Weapon or Substance Used,66.0
2021-08-31,2,M,No Weapon or Substance Used,2.0
2021-09-05,5,M,No Weapon or Substance Used,1.0
2021-09-20,2,F,Using weapons and substances with a certain degree of harm,6.0
2021-09-20,4,F,Using weapons and substances with a certain degree of harm,1.0
2021-10-07,13,M,No Weapon or Substance Used,1.0
2021-10-18,6,F,Using weapons and substances with a certain degree of harm,1.0
2021-10-22,2,M,No Weapon or Substance Used,3.0
2021-11-08,1,M,Using weapons and substances with a certain degree of harm,12.0
2021-12-02,8,F,No Weapon or Substance Used,1.0
2022-01-06,9,F,Using weapons and substances with a certain degree of harm,1.0
2022-02-11,2,F,No Weapon or Substance Used,8.0
2022-02-15,7,F,Using weapons and substances with a certain degree of harm,1.0
2022-03-06,3,M,Using weapons and substances with a certain degree of harm,1.0
2022-03-14,1,M,Using weapons and substances with a certain degree of harm,15.0
2022-03-21,5,F,Using weapons and substances with a certain degree of harm,2.0
2022-03-27,1,M,No Weapon or Substance Used,25.0
2022-04-10,9,M,No Weapon or Substance Used,1.0
2022-05-03,4,F,No Weapon or Substance Used,2.0
2022-05-14,2,F,No Weapon or Substance Used,17.0
2022-05-31,8,F,No Weapon or Substance Used,1.0
2022-06-05,16,F,No Weapon or Substance Used,1.0
2022-06-23,2,M,No Weapon or Substance Used,3.0
2022-06-25,2,F,No Weapon or Substance Used,10.0
2022-07-31,16,F,No Weapon or Substance Used,1.0
2022-08-01,8,F,No Weapon or Substance Used,3.0
2022-08-17,2,M,No Weapon or Substance Used,3.0
2022-08-30,15,M,No Weapon or Substance Used,1.0
2022-09-11,6,F,Using weapons and substances with a certain degree of harm,1.0
2022-09-14,6,F,No Weapon or Substance Used,1.0
2022-10-01,6,M,No Weapon or Substance Used,2.0
2022-10-20,6,F,No Weapon or Substance Used,1.0
2022-11-14,4,F,No Weapon or Substance Used,3.0
2022-11-21,1,M,No Weapon or Substance Used,23.0
2022-11-27,2,F,Using weapons and substances with a certain degree of harm,3.0
2022-12-17,3,M,No Weapon or Substance Used,2.0
2022-12-20,8,F,No Weapon or Substance Used,1.0
2023-01-01,8,F,No Weapon or Substance Used,3.0
2023-01-14,1,F,No Weapon or Substance Used,41.0
2023-01-16,3,M,No Weapon or Substance Used,1.0
2023-01-22,4,F,No Weapon or Substance Used,3.0
2023-01-27,11,F,No Weapon or Substance Used,1.0
2023-02-09,3,F,Using weapons and substances with a certain degree of harm,2.0
2023-02-13,2,F,Using weapons and substances with a certain degree of harm,7.0
2023-02-25,7,F,No Weapon or Substance Used,1.0
2017-10-01,4,F,No Weapon or Substance Used,1.0
2017-12-11,3,F,Unknown,1.0
2019-09-15,12,F,Unknown,1.0
2019-10-21,3,F,Unknown,3.0
2021-01-28,6,F,No Weapon or Substance Used,2.0
2021-08-13,3,F,Using weapons and substances with a certain degree of harm,2.0
2021-10-12,3,F,No Weapon or Substance Used,5.0
2021-10-30,9,M,No Weapon or Substance Used,1.0
2022-03-23,1,F,No Weapon or Substance Used,34.0
2022-03-31,7,F,Using weapons and substances with a certain degree of harm,1.0
2022-04-08,15,M,No Weapon or Substance Used,1.0
2022-06-07,5,F,No Weapon or Substance Used,1.0
2022-08-13,2,F,No Weapon or Substance Used,7.0
2022-09-04,2,F,Using weapons and substances with a certain degree of harm,20.0
2022-11-05,5,F,Using weapons and substances with a certain degree of harm,1.0
2015-01-05,2,M,No Weapon or Substance Used,1.0
2015-01-06,2,M,Using weapons and substances with a certain degree of harm,3.0
2015-01-14,1,F,No Weapon or Substance Used,19.0
2015-01-15,4,F,Using weapons and substances with a certain degree of harm,2.0
2015-01-25,1,M,No Weapon or Substance Used,6.0
2015-02-05,2,F,Using weapons and substances with a certain degree of harm,4.0
2015-02-15,11,F,No Weapon or Substance Used,1.0
2015-02-26,1,F,No Weapon or Substance Used,25.0
2015-02-26,2,M,Using weapons and substances with a certain degree of harm,2.0
2015-03-09,3,M,Using weapons and substances with a certain degree of harm,1.0
2015-04-12,1,F,No Weapon or Substance Used,21.0
2015-04-21,1,M,No Weapon or Substance Used,4.0
2015-05-11,2,F,Using weapons and substances with a certain degree of harm,10.0
2015-05-20,17,F,No Weapon or Substance Used,1.0
2015-05-31,1,F,Unknown,1.0
2015-06-02,16,F,No Weapon or Substance Used,1.0
2015-06-03,5,M,No Weapon or Substance Used,1.0
2015-06-18,1,M,Using weapons and substances with a certain degree of harm,13.0
2015-06-24,2,F,Using weapons and substances with a certain degree of harm,3.0
2015-06-30,1,F,No Weapon or Substance Used,31.0
2015-07-13,4,M,Using weapons and substances with a certain degree of harm,1.0
2015-07-20,13,F,Using weapons and substances with a certain degree of harm,1.0
2015-08-08,3,M,No Weapon or Substance Used,2.0
2015-08-21,1,M,Using weapons and substances with a certain degree of harm,8.0
2015-08-26,8,F,Using weapons and substances with a certain degree of harm,1.0
2015-08-30,2,M,No Weapon or Substance Used,2.0
2015-09-05,3,F,No Weapon or Substance Used,3.0
2015-09-20,14,F,No Weapon or Substance Used,1.0
2015-09-24,2,M,No Weapon or Substance Used,1.0
2015-10-08,1,F,Unknown,3.0
2016-01-01,2,F,No Weapon or Substance Used,9.0
2016-01-31,9,F,Using weapons and substances with a certain degree of harm,1.0
2016-02-10,1,F,Using weapons and substances with a certain degree of harm,43.0
2016-02-14,6,F,Using weapons and substances with a certain degree of harm,1.0
2016-02-20,3,F,Using weapons and substances with a certain degree of harm,2.0
2016-03-25,2,F,Using weapons and substances with a certain degree of harm,8.0
2016-04-03,4,F,No Weapon or Substance Used,1.0
2016-04-04,4,F,No Weapon or Substance Used,2.0
2016-04-10,9,F,Using weapons and substances with a certain degree of harm,1.0
2016-05-24,4,F,Using weapons and substances with a certain degree of harm,1.0
2016-06-07,3,M,Using weapons and substances with a certain degree of harm,1.0
2016-06-26,1,M,No Weapon or Substance Used,10.0
2016-07-04,1,F,No Weapon or Substance Used,28.0
2016-07-20,4,F,Using weapons and substances with a certain degree of harm,1.0
2016-07-25,2,M,Using weapons and substances with a certain degree of harm,2.0
2016-08-05,1,F,No Weapon or Substance Used,27.0
2016-08-11,1,M,No Weapon or Substance Used,6.0
2016-08-13,1,F,Using weapons and substances with a certain degree of harm,53.0
2016-09-03,7,F,No Weapon or Substance Used,2.0
2016-09-16,1,F,Unknown,2.0
2016-10-05,1,M,No Weapon or Substance Used,11.0
2016-10-16,7,M,No Weapon or Substance Used,1.0
2016-10-16,1,M,No Weapon or Substance Used,6.0
2016-10-27,6,F,No Weapon or Substance Used,1.0
2016-11-07,3,F,No Weapon or Substance Used,3.0
2016-11-26,1,F,No Weapon or Substance Used,32.0
2016-12-24,1,M,Using weapons and substances with a certain degree of harm,6.0
2017-01-15,2,F,No Weapon or Substance Used,6.0
2017-01-22,2,F,Using weapons and substances with a certain degree of harm,12.0
2017-02-05,5,M,No Weapon or Substance Used,2.0
2017-02-15,2,F,No Weapon or Substance Used,8.0
2017-02-19,1,M,Using weapons and substances with a certain degree of harm,21.0
2017-02-27,3,F,Using weapons and substances with a certain degree of harm,5.0
2017-03-13,3,F,Using weapons and substances with a certain degree of harm,4.0
2017-03-20,8,F,No Weapon or Substance Used,1.0
2017-04-03,2,F,Using weapons and substances with a certain degree of harm,12.0
2017-04-10,5,F,No Weapon or Substance Used,1.0
2017-04-13,10,F,Using weapons and substances with a certain degree of harm,1.0
2017-04-21,7,M,No Weapon or Substance Used,1.0
2017-04-24,9,F,No Weapon or Substance Used,1.0
2017-05-04,4,M,No Weapon or Substance Used,1.0
2017-05-05,7,M,No Weapon or Substance Used,1.0
2017-05-10,4,M,Using weapons and substances with a certain degree of harm,1.0
2017-05-12,2,F,Using weapons and substances with a certain degree of harm,11.0
2017-05-20,4,F,No Weapon or Substance Used,1.0
2017-05-22,9,F,No Weapon or Substance Used,1.0
2017-06-06,3,M,Using weapons and substances with a certain degree of harm,3.0
2017-06-28,1,F,No Weapon or Substance Used,34.0
2017-07-09,4,F,Using weapons and substances with a certain degree of harm,2.0
2017-07-27,1,M,No Weapon or Substance Used,11.0
2017-08-02,4,F,Using weapons and substances with a certain degree of harm,3.0
2017-08-10,1,M,Using weapons and substances with a certain degree of harm,14.0
2017-08-17,3,F,Using weapons and substances with a certain degree of harm,5.0
2017-09-10,2,M,No Weapon or Substance Used,3.0
2017-09-22,6,F,No Weapon or Substance Used,1.0
2017-09-27,7,M,No Weapon or Substance Used,1.0
2017-10-02,1,M,No Weapon or Substance Used,11.0
2017-10-11,1,F,Using weapons and substances with a certain degree of harm,43.0
2017-10-22,1,M,No Weapon or Substance Used,11.0
2017-10-30,4,F,Unknown,1.0
2017-11-02,1,F,No Weapon or Substance Used,22.0
2017-11-04,2,M,Using weapons and substances with a certain degree of harm,1.0
2017-11-04,2,F,No Weapon or Substance Used,5.0
2017-11-09,1,M,Unknown,3.0
2017-11-17,1,F,No Weapon or Substance Used,32.0
2017-11-28,4,M,No Weapon or Substance Used,1.0
2017-12-22,5,F,No Weapon or Substance Used,1.0
2017-12-25,1,M,Unknown,3.0
2017-12-28,3,M,Using weapons and substances with a certain degree of harm,1.0
2018-01-14,1,M,Unknown,5.0
2018-01-15,8,M,No Weapon or Substance Used,1.0
2018-01-19,3,F,Using weapons and substances with a certain degree of harm,2.0
